Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,EDGE,DL,Appalachian St.,Sun Belt,74.25,236,9.5,33.625,80.625,4.58,35.5,23,120.0,7.07,4.45,1,1593,0.411,45.95,62.053,35.887,34.024,0,0,Rounds 6-7,1,0.26964301311569205,28,44.214876033057855,48.275862068965516
2025,TE,Skill,Alabama,SEC,75.0,274,9.625,31.25,78.25,4.91,34.0,26,119.0,7.34,4.45,1,1986,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 6-7,1,0.26922539653606886,29,44.62809917355372,50.0
2023,IOL,OL,Clemson,ACC,74.25,303,9.5,34.0,81.0,4.99,28.5,20,108.0,7.7,4.81,1,1843,17.553,74.958,64.744,77.07,48.641,0,0,Rounds 4-5,0,0.26900129030026426,29,45.04132231404959,50.0
2025,WR,Skill,Texas Tech,Big 12,72.625,186,10.5,30.75,76.625,4.7,33.0,14,121.0,7.02,4.97,1,1607,6.204,57.272,59.502,48.684,59.274,1,0,Undrafted,0,0.26898541953950805,29,45.45454545454545,50.0
2025,EDGE,DL,Ole Miss,SEC,77.875,274,9.125,33.5,82.75,5.45,24.5,30,138.0,8.19,4.97,0,2007,20.608,84.235,76.596,81.866,47.73,1,0,Undrafted,0,0.268939078982638,29,45.867768595041326,50.0
2025,EDGE,DL,Arkansas,SEC,78.0,264,10.0,33.25,83.625,4.68,40.5,28,129.0,7.02,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0,0,Rounds 2-3,0,0.2686659570560964,29,46.28099173553719,50.0
2025,WR,Skill,Tennessee,SEC,74.5,209,10.0,32.125,78.5,4.33,42.99,14,123.6,6.65,4.03,0,1915,20.786,83.706,67.16,87.119,52.677,0,0,Undrafted,0,0.2683659083787381,29,46.69421487603306,50.0
2024,CB,Secondary,Washington St.,Pac-12,69.75,184,9.125,30.25,72.375,4.54,34.5,18,125.0,7.05,4.32,1,1546,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,0,0.26834768627454453,29,47.107438016528924,50.0
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,30.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,1606,5.824,59.284,46.761,72.541,34.773,0,0,Rounds 6-7,1,0.26832975712271945,30,47.5206611570248,51.724137931034484
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,33.75,83.0,4.65,38.0,33,124.0,7.22,4.4,1,1810,14.834,76.206,60.762,80.864,51.02,0,0,Undrafted,0,0.26732423582931,30,47.93388429752066,51.724137931034484
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,33.125,81.0,4.78,34.0,27,120.0,7.21,4.54,1,1717,9.307,74.278,67.062,70.631,58.08,0,0,Undrafted,0,0.2670014421822242,30,48.34710743801653,51.724137931034484
2025,OT,OL,Boston College,ACC,80.125,316,10.375,33.0,81.0,5.21,24.5,22,106.0,7.71,4.7,1,1513,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,0.2669418071127463,30,48.760330578512395,51.724137931034484
2023,QB,Skill,Houston,AAC,74.5,220,9.375,31.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,1619,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 4-5,0,0.2667461236910057,30,49.17355371900827,51.724137931034484
2024,LB,LB,Michigan,Big Ten,71.375,233,8.5,32.125,78.0,4.62,34.5,18,119.0,7.26,4.63,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,1,0.26615350399299487,31,49.586776859504134,53.44827586206896
2024,C,OL,Michigan,Big Ten,73.5,298,9.0,33.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,0,0.26583944451848185,31,50.0,53.44827586206896
2023,WR,Skill,Liberty,FBS Independent,68.0,179,8.75,30.25,72.5,4.44,39.5,14,134.0,6.92,4.29,1,1413,-3.902,44.748,35.822,54.191,53.85,0,0,Rounds 6-7,1,0.2642158177352305,32,50.413223140495866,55.172413793103445
2023,TE,Skill,Alabama,SEC,76.0,242,9.5,32.375,79.125,4.67,35.5,21,120.0,7.36,4.32,0,2181,27.296,89.526,85.539,81.093,61.676,1,0,Rounds 4-5,0,0.2640699322974469,32,50.82644628099173,55.172413793103445
2024,OT,OL,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105.0,7.5,4.41,1,1743,10.624,67.994,66.593,60.836,53.823,0,0,Undrafted,0,0.26358147973068646,32,51.2396694214876,55.172413793103445
2024,QB,Skill,Michigan,Big Ten,74.5,219,9.0,31.625,75.875,4.81,32.5,17,114.0,6.82,4.23,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Round 1,0,0.2632876050138214,32,51.652892561983464,55.172413793103445
2023,CB,Secondary,Houston,AAC,72.0,195,9.5,32.0,78.0,4.53,37.5,15,125.0,6.97,4.52,1,1619,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 6-7,1,0.2626758717068308,33,52.066115702479344,56.896551724137936
2024,K,Special Teams,Arkansas,SEC,73.0,172,9.25,30.5,73.625,4.29,39.0,13,130.0,6.69,4.06,0,1431,2.225,47.846,34.458,61.741,53.372,0,0,Rounds 6-7,1,0.26240213161084197,34,52.47933884297521,58.620689655172406
2024,CB,Secondary,South Carolina,SEC,71.75,190,8.875,32.0,77.625,4.46,40.5,15,129.0,6.94,4.19,1,1594,6.054,55.105,53.866,54.724,48.937,0,0,Rounds 6-7,1,0.25985199712564744,35,52.892561983471076,60.3448275862069
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0,0,Undrafted,0,0.25919675781159013,35,53.30578512396694,60.3448275862069
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,31.25,76.375,4.63,35.5,19,123.0,7.05,4.31,0,1364,-1.805,52.478,36.286,62.31,60.603,0,0,Undrafted,0,0.2584160093180935,35,53.71900826446281,60.3448275862069
2024,LB,LB,Texas,Big 12,74.375,240,9.5,31.75,74.375,4.62,33.5,18,121.0,7.44,4.44,1,2025,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 6-7,1,0.25828920213522,36,54.132231404958674,62.06896551724138
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,27.125,70.25,4.46,35.5,20,122.0,7.16,4.61,0,1745,13.164,77.414,90.693,44.38,43.862,0,0,Undrafted,0,0.2574746841740666,36,54.54545454545454,62.06896551724138
2024,LB,LB,Michigan,Big Ten,74.25,238,9.375,32.5,77.5,4.62,34.5,18,119.0,7.4,4.38,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 2-3,0,0.2567229337080028,36,54.958677685950406,62.06896551724138
2025,DL,DL,Georgia Tech,ACC,77.5,321,10.25,34.75,85.125,5.14,34.5,11,111.0,6.65,4.03,1,1554,7.402,66.705,72.242,58.501,35.797,0,0,Rounds 6-7,1,0.25616310178514046,37,55.371900826446286,63.793103448275865
2024,WR,Skill,Pittsburgh,ACC,73.0,212,10.125,33.25,79.375,4.43,39.5,19,122.0,6.85,4.1,1,1404,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,1,0.2560673083340782,38,55.78512396694215,65.51724137931035
2024,OT,OL,Arizona,Pac-12,77.0,311,10.875,32.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,1822,11.44,73.172,77.614,56.651,58.122,0,0,Round 1,0,0.2560420642656701,38,56.19834710743802,65.51724137931035
2024,DL,DL,Iowa,Big Ten,77.375,281,10.25,32.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,1575,6.086,61.244,18.216,86.165,61.239,0,0,Rounds 6-7,1,0.25581506217683603,39,56.611570247933884,67.24137931034483
2023,TE,Skill,Georgia,SEC,78.625,264,11.0,34.375,83.75,4.64,31.0,21,122.0,6.75,4.08,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 2-3,0,0.2555865607586806,39,57.02479338842975,67.24137931034483
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,34.5,84.375,4.95,35.0,21,111.0,7.44,4.84,1,1866,15.277,78.168,79.322,67.958,47.09,0,0,Round 1,0,0.2554093479451508,39,57.438016528925615,67.24137931034483
2024,IOL,OL,Arkansas,SEC,77.25,304,9.5,32.75,77.875,5.31,29.0,26,110.0,7.57,4.47,1,1431,2.225,47.846,34.458,61.741,53.372,0,0,Undrafted,0,0.2545427205845867,39,57.85123966942148,67.24137931034483
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,33.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,1314,-10.538,30.819,27.542,38.624,55.322,0,0,Rounds 4-5,0,0.25385010112153056,39,58.26446280991735,67.24137931034483
2023,EDGE,DL,Oregon,Pac-12,76.0,260,9.0,33.25,80.125,4.49,32.0,28,110.0,7.37,4.44,1,1724,14.225,78.17,81.614,63.631,42.699,0,0,Rounds 2-3,0,0.253207591999714,39,58.67768595041323,67.24137931034483
2024,IOL,OL,South Dakota St.,MVFC,76.25,309,10.0,33.875,81.625,5.08,35.5,31,117.0,7.59,4.45,1,1780,12.286,67.318,67.025,63.252,53.648,0,0,Rounds 4-5,0,0.25279895260682406,39,59.09090909090909,67.24137931034483
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,34.25,81.25,5.45,32.5,21,124.0,6.65,4.97,1,1656,9.105,70.789,70.321,56.691,72.021,0,0,Undrafted,0,0.25223624915077847,39,59.50413223140496,67.24137931034483
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,34.5,82.375,4.28,43.0,33,123.2,7.59,4.2,0,1533,3.857,55.405,64.09,40.753,58.771,0,0,Undrafted,0,0.25198602864493647,39,59.917355371900825,67.24137931034483
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124.0,7.12,4.35,1,1404,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,1,0.25152389847239676,40,60.33057851239669,68.96551724137932
2024,S,Secondary,Georgia,SEC,70.5,198,9.0,30.75,73.875,4.47,37.0,17,123.0,7.03,5.04,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Rounds 2-3,0,0.24996478295248248,40,60.74380165289256,68.96551724137932
2024,EDGE,DL,Washington St.,Pac-12,75.875,264,9.75,32.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,1546,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,0,0.24968320578098557,40,61.15702479338842,68.96551724137932
2025,EDGE,DL,Boston College,ACC,74.5,248,9.25,34.0,82.75,4.28,35.5,22,119.0,6.94,4.19,1,1513,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,0.24756883338117786,40,61.57024793388429,68.96551724137932
2023,CB,Secondary,Miami,ACC,72.0,198,9.625,32.625,77.625,4.45,38.5,12,125.0,7.09,4.41,1,1316,-0.466,39.09,36.049,46.919,51.41,0,0,Rounds 2-3,0,0.24689803067578475,40,61.98347107438017,68.96551724137932
2024,TE,Skill,South Carolina,SEC,75.0,240,9.375,34.25,78.75,4.64,32.5,28,121.0,7.09,4.54,1,1594,6.054,55.105,53.866,54.724,48.937,0,0,Undrafted,0,0.24668750055611954,40,62.396694214876035,68.96551724137932
2024,IOL,OL,TCU,Big 12,76.5,313,10.75,34.625,84.0,4.99,34.0,30,114.0,7.58,4.54,1,1631,9.511,59.244,64.411,51.426,45.245,0,0,Rounds 2-3,0,0.24659157883368343,40,62.8099173553719,68.96551724137932
2025,WR,Skill,Arizona,Big 12,76.125,219,10.0,31.5,77.875,4.68,32.15,15,121.5,6.94,4.19,0,1307,-3.385,38.477,43.057,38.791,48.852,0,1,Round 1,0,0.24529506150532465,40,63.22314049586777,68.96551724137932
2024,CB,Secondary,Georgia,SEC,71.5,186,8.875,30.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Rounds 2-3,0,0.24484005634828665,40,63.63636363636363,68.96551724137932
2023,CB,Secondary,Penn St.,Big Ten,71.375,203,10.125,31.25,75.75,4.65,32.5,18,119.0,7.03,4.21,1,2000,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 2-3,0,0.24455585335547225,40,64.0495867768595,68.96551724137932
2024,RB,Skill,Ohio St.,Big Ten,68.5,229,9.0,28.625,69.625,4.56,36.0,22,119.0,7.25,4.26,0,2065,27.485,89.569,83.397,86.658,44.2,1,0,Undrafted,0,0.24392671852212255,40,64.46280991735537,68.96551724137932
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,0,0,Round 1,0,0.2434904690423721,40,64.87603305785123,68.96551724137932
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0,0,Undrafted,0,0.2425748779802689,40,65.28925619834712,68.96551724137932
2023,CB,Secondary,Stanford,Pac-12,72.0,191,9.75,32.0,76.625,4.52,36.0,15,131.0,6.51,4.27,1,1237,-3.917,38.149,36.614,44.176,50.17,0,0,Rounds 4-5,0,0.24158566948951044,40,65.70247933884298,68.96551724137932
2023,K,Special Teams,Georgia,SEC,72.0,194,9.125,29.625,74.375,4.58,34.0,20,121.0,7.27,4.44,0,2300,29.908,93.511,90.791,87.647,45.406,0,0,Undrafted,0,0.2413479555631793,40,66.11570247933885,68.96551724137932
2025,LB,LB,Florida,SEC,73.0,222,8.5,31.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,1767,11.901,71.717,58.466,70.419,67.15,0,0,Rounds 4-5,0,0.2399370572068477,40,66.52892561983471,68.96551724137932
2024,IOL,OL,Michigan,Big Ten,76.125,309,10.625,35.0,84.75,5.15,29.5,28,109.0,7.7,4.61,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,1,0.2396465543574261,41,66.94214876033058,70.6896551724138
2024,WR,Skill,USC,Pac-12,74.375,208,9.625,33.0,78.0,4.5,36.5,13,119.0,6.86,4.12,1,1723,13.091,69.753,82.697,42.068,66.367,0,0,Rounds 6-7,1,0.23960410541183974,42,67.35537190082644,72.41379310344827
2024,TE,Skill,Washington,Pac-12,75.125,231,9.25,32.875,78.5,4.47,35.0,28,121.0,6.99,4.39,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,1,0.23887402460770313,43,67.76859504132231,74.13793103448276
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0,0,Undrafted,0,0.23815867784209724,43,68.18181818181817,74.13793103448276
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,29.375,74.375,4.59,36.0,19,124.0,7.37,4.03,1,1456,3.991,55.816,49.345,57.768,56.475,0,0,Rounds 6-7,1,0.2376329078521203,44,68.59504132231406,75.86206896551724
2025,DL,DL,North Carolina,ACC,76.25,294,10.25,33.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,1496,2.602,50.555,55.402,46.067,47.749,0,0,Undrafted,0,0.23717082950522284,44,69.00826446280992,75.86206896551724
2025,WR,Skill,Missouri,SEC,72.0,206,8.5,31.25,76.5,4.41,29.17,12,115.9,7.33,4.11,1,1711,12.197,68.028,61.356,72.874,37.108,0,1,Rounds 2-3,0,0.23666896764582546,44,69.42148760330579,75.86206896551724
2023,TE,Skill,Utah,Pac-12,76.0,246,10.25,32.625,78.375,4.67,35.0,21,120.0,7.37,4.3,0,1915,19.146,79.905,74.866,74.068,53.378,0,0,Round 1,0,0.23651769926729205,44,69.83471074380165,75.86206896551724
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,30.125,74.75,4.4,34.5,12,121.0,6.91,4.29,1,1766,3.726,61.671,58.399,57.283,60.117,0,0,Undrafted,0,0.23618790085671695,44,70.24793388429752,75.86206896551724
2024,LB,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34.0,18,118.0,7.23,4.5,0,1866,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 2-3,0,0.23612585781000545,44,70.66115702479338,75.86206896551724
2024,WR,Skill,Southeast Missouri St.,OVC-Big South,72.75,202,10.125,31.625,76.125,4.44,39.5,19,132.0,6.85,4.12,1,1689,10.257,67.367,64.253,63.204,55.565,0,0,Rounds 6-7,1,0.23518626456558323,45,71.07438016528926,77.58620689655173
2024,LB,LB,North Carolina St.,ACC,75.875,233,9.0,30.5,75.75,4.43,34.5,18,119.0,7.29,4.43,1,1660,6.943,65.952,47.142,75.741,57.991,0,1,Rounds 4-5,0,0.23472122273087415,45,71.48760330578511,77.58620689655173
2024,DL,DL,Duke,ACC,74.375,302,10.25,33.0,79.125,4.99,32.0,27,109.0,7.95,4.75,1,1654,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 2-3,0,0.23329229976265198,45,71.900826446281,77.58620689655173
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120.0,6.94,4.35,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,0,0.23324612664029154,45,72.31404958677686,77.58620689655173
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,32.125,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1455,1.795,52.984,64.597,35.526,62.429,0,0,Rounds 2-3,0,0.2320971311369987,45,72.72727272727273,77.58620689655173
2023,WR,Skill,Mississippi,SEC,73.75,220,10.375,32.125,75.75,4.46,39.5,22,129.0,6.96,4.29,1,1634,12.342,68.271,72.487,57.125,45.454,0,0,Rounds 2-3,0,0.2320883936059036,45,73.14049586776859,77.58620689655173
2023,IOL,OL,Florida,SEC,77.0,330,11.25,33.875,83.875,5.31,23.5,20,101.0,7.99,4.81,1,1581,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,0.23163958619768962,45,73.55371900826447,77.58620689655173
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,32.125,78.375,4.56,31.0,17,117.0,6.84,4.03,1,1711,12.197,68.028,61.356,72.874,37.108,0,0,Undrafted,0,0.23074168977866485,45,73.96694214876032,77.58620689655173
2023,DL,DL,Mississippi St.,SEC,75.0,304,10.0,34.5,82.0,5.1,29.5,24,109.0,7.6,4.79,1,1694,13.237,75.362,59.938,76.598,66.986,0,0,Rounds 4-5,0,0.22779131269241737,45,74.3801652892562,77.58620689655173
2023,OT,OL,Maryland,Big Ten,77.625,306,9.375,33.0,79.125,5.1,31.5,20,113.0,7.6,4.69,1,1645,7.842,61.934,61.039,57.849,51.968,0,0,Rounds 6-7,1,0.22700987007369688,46,74.79338842975206,79.3103448275862
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,31.875,77.875,4.57,35.0,17,125.0,6.89,4.32,1,1081,-17.759,17.839,41.399,10.816,49.466,0,0,Rounds 6-7,1,0.22500207978740341,47,75.20661157024794,81.03448275862068
2025,EDGE,DL,Central Arkansas,UAC,72.875,263,9.25,31.875,77.5,4.69,35.0,26,118.0,7.15,4.39,1,1742,12.036,70.585,65.506,67.645,49.236,0,0,Rounds 4-5,0,0.2249644710077754,47,75.6198347107438,81.03448275862068
2024,CB,Secondary,Kentucky,SEC,70.75,190,8.75,31.25,75.0,4.48,42.0,15,135.0,6.95,3.94,1,1641,7.33,63.962,60.477,61.626,52.112,0,0,Rounds 2-3,0,0.2249472006040324,47,76.03305785123968,81.03448275862068
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,30.75,75.5,4.43,26.41,16,124.0,6.65,4.03,1,1268,-10.952,37.661,53.267,24.968,62.263,0,0,Rounds 6-7,1,0.2238197362222012,48,76.44628099173553,82.75862068965517
2025,LB,LB,Georgia,SEC,73.0,243,10.25,32.0,79.875,4.75,24.5,11,115.3,6.88,4.03,0,1998,22.091,82.861,79.935,73.308,59.572,1,1,Round 1,0,0.22170339908527614,48,76.85950413223141,82.75862068965517
2023,CB,Secondary,Iowa,Big Ten,72.625,193,9.5,30.0,74.125,4.45,39.0,12,127.0,6.68,4.29,1,1748,7.409,67.111,21.369,88.288,70.495,0,0,Rounds 2-3,0,0.22127768234696898,48,77.27272727272727,82.75862068965517
2024,LB,LB,Penn St.,Big Ten,73.375,241,10.25,31.5,77.75,4.58,35.0,18,124.0,7.45,4.74,1,2000,25.618,85.731,66.931,89.424,64.921,1,0,Undrafted,0,0.2210338934800733,48,77.68595041322314,82.75862068965517
2024,TE,Skill,Texas,Big 12,75.875,245,10.125,32.875,78.25,4.69,35.0,28,121.0,7.04,4.32,1,2025,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 4-5,0,0.21917127908765788,48,78.099173553719,82.75862068965517
2023,CB,Secondary,Iowa,Big Ten,72.0,205,9.25,31.875,77.125,4.62,35.5,18,118.0,6.99,4.17,1,1748,7.409,67.111,21.369,88.288,70.495,0,0,Undrafted,0,0.21913310342511216,48,78.51239669421489,82.75862068965517
2024,S,Secondary,Auburn,SEC,71.625,179,9.875,32.375,76.625,4.45,39.5,13,133.0,7.22,5.94,1,1585,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,1,0.21869019344662377,49,78.92561983471074,84.48275862068965
2023,CB,Secondary,Utah,Pac-12,69.0,184,9.125,29.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,0,0,Rounds 4-5,0,0.20832180687905377,49,79.33884297520662,84.48275862068965
2025,RB,Skill,Ohio State,Big Ten,70.125,202,9.5,30.625,76.125,4.43,38.5,11,128.0,6.65,4.97,1,2211,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 2-3,0,0.2052873262467575,49,79.75206611570248,84.48275862068965
2025,EDGE,DL,Miami,ACC,76.625,258,10.0,33.125,80.25,4.62,35.5,19,121.0,6.65,4.16,1,1855,17.338,77.097,87.084,52.889,41.286,1,0,Rounds 6-7,1,0.20467211780481565,50,80.16528925619835,86.20689655172413
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,33.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,1609,3.816,67.732,83.531,42.547,34.869,0,0,Undrafted,0,0.20387121889059173,50,80.57851239669421,86.20689655172413
2024,OT,OL,Central Florida,Big 12,77.75,306,10.125,33.625,80.625,4.95,36.5,29,117.0,7.76,4.75,1,1617,9.736,69.854,75.965,58.387,40.005,0,0,Rounds 6-7,1,0.20113835263552615,51,80.99173553719008,87.93103448275862
2024,S,Secondary,Washington,Pac-12,74.375,215,10.0,33.25,79.875,4.51,39.0,16,122.0,6.83,4.14,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,1,0.1989760361118369,52,81.40495867768594,89.65517241379311
2025,WR,Skill,San Jose St.,Mountain West,74.5,203,8.625,31.0,76.5,4.57,34.0,16,123.0,7.41,4.47,1,1477,-5.133,42.709,44.903,47.684,35.133,0,0,Undrafted,0,0.19839839840209242,52,81.81818181818183,89.65517241379311
2024,LB,LB,Washington,Pac-12,72.5,236,9.25,32.875,79.625,4.56,39.5,18,128.0,7.32,5.27,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 4-5,0,0.1982117077843938,52,82.23140495867769,89.65517241379311
2024,OT,OL,Notre Dame,FBS Independent,77.75,310,10.0,34.375,83.0,5.2,28.0,28,114.0,7.76,4.73,1,2077,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 2-3,0,0.1922348896730296,52,82.64462809917356,89.65517241379311
2023,EDGE,DL,Nebraska,Big Ten,76.75,250,10.75,35.25,83.375,4.74,33.5,21,118.0,7.18,4.38,1,1532,-0.651,40.694,43.713,40.707,51.926,0,0,Rounds 6-7,1,0.19213796019494533,53,83.05785123966942,91.37931034482759
2023,OT,OL,Georgia,SEC,77.375,311,10.625,34.75,82.75,4.97,30.0,20,108.0,7.6,4.69,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Round 1,0,0.19143482662321243,53,83.47107438016529,91.37931034482759
2024,DL,DL,Ohio St.,Big Ten,74.75,290,10.0,33.5,81.125,4.97,31.0,27,111.0,7.65,4.61,0,2065,27.485,89.569,83.397,86.658,44.2,1,0,Rounds 2-3,0,0.1857226295325709,53,83.88429752066115,91.37931034482759
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,31.375,76.875,4.43,43.0,12,105.0,8.19,4.94,0,1701,12.691,74.938,72.644,69.84,45.06,0,1,Round 1,0,0.17997754058201854,53,84.29752066115702,91.37931034482759
2023,EDGE,DL,Georgia,SEC,75.75,247,10.125,34.625,82.25,4.48,30.0,23,123.0,7.35,4.45,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 6-7,1,0.17359034651891436,54,84.71074380165288,93.10344827586206
2025,DL,DL,Kentucky,SEC,79.375,331,10.5,34.25,84.125,5.45,25.0,33,104.0,6.65,4.03,1,1498,4.707,54.684,41.39,62.472,62.769,0,1,Rounds 4-5,0,0.17341800021191633,54,85.12396694214877,93.10344827586206
2023,DL,DL,Texas,Big 12,74.625,292,10.375,34.5,83.375,5.04,33.0,29,112.0,7.53,4.75,1,1900,19.379,79.1,73.758,70.57,66.449,1,0,Rounds 6-7,1,0.1723729272618303,55,85.53719008264463,94.82758620689656
2024,WR,Skill,Texas,Big 12,73.25,205,9.0,32.375,77.625,4.34,39.5,19,136.0,6.84,4.11,1,2025,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 2-3,0,0.1712115279856412,55,85.9504132231405,94.82758620689656
2024,OT,OL,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111.0,7.46,4.41,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Round 1,0,0.1693339770834329,55,86.36363636363636,94.82758620689656
2024,CB,Secondary,Notre Dame,FBS Independent,75.0,202,9.375,33.0,78.875,4.5,39.5,11,130.0,7.12,4.24,1,2077,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 4-5,0,0.16362936575276477,55,86.77685950413223,94.82758620689656
2024,RB,Skill,Notre Dame,FBS Independent,71.375,221,10.25,32.375,76.5,4.71,38.0,23,125.0,7.0,4.25,1,2077,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 4-5,0,0.1597521799487046,55,87.19008264462809,94.82758620689656
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,30.375,78.375,5.06,30.0,12,114.0,7.27,4.46,1,1551,6.904,61.732,66.565,49.575,55.483,0,0,Undrafted,0,0.1589744657485741,55,87.60330578512396,94.82758620689656
2025,EDGE,DL,South Carolina,SEC,76.0,254,9.625,34.0,81.5,4.73,30.43,23,138.0,6.65,4.97,1,1810,14.834,76.206,60.762,80.864,51.02,0,0,Rounds 4-5,0,0.15570041610476326,55,88.01652892561982,94.82758620689656
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,33.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,1762,14.297,76.763,68.737,71.579,64.836,1,1,Rounds 2-3,0,0.13279363941235367,55,88.42975206611571,94.82758620689656
