Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2024,EDGE,DL,Charlotte,AAC,76.5,260,9.5,33.5,79.375,4.65,34.5,23,121.0,7.17,4.36,0,1055,-14.993,22.913,17.6,42.495,39.432,0,0,Undrafted,1,0.27055221379234806,44,44.62809917355372,66.66666666666666
2023,EDGE,DL,Louisiana,Sun Belt,76.5,248,10.0,34.25,81.25,4.67,29.0,23,116.0,7.35,4.44,1,1556,-2.136,45.745,34.883,52.541,66.931,0,0,Rounds 6-7,0,0.2660612236520008,44,45.04132231404959,66.66666666666666
2025,RB,Skill,Georgia,SEC,68.75,198,9.5,29.25,70.5,4.42,35.0,15,124.0,6.65,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 4-5,0,0.2658040368888529,44,45.45454545454545,66.66666666666666
2025,LB,LB,California,ACC,73.875,233,9.375,31.375,75.375,4.6,40.0,26,125.0,7.28,4.03,1,1529,4.302,57.687,45.477,64.264,58.117,0,0,Rounds 4-5,0,0.2648036565366537,44,45.867768595041326,66.66666666666666
2023,OT,OL,Kansas,Big 12,77.75,309,9.5,34.125,80.75,5.05,31.0,20,111.0,7.6,4.69,1,1373,3.37,60.21,82.028,38.063,37.048,0,0,Undrafted,1,0.2645442606463483,45,46.28099173553719,68.18181818181817
2024,CB,Secondary,Tennessee,SEC,73.0,196,8.5,30.875,74.125,4.49,38.0,15,126.0,6.94,4.25,0,1877,14.091,72.034,66.494,68.45,54.522,1,0,Rounds 6-7,0,0.26311724342170595,45,46.69421487603306,68.18181818181817
2023,LB,LB,Pittsburgh,ACC,72.5,226,10.625,32.875,78.875,4.56,33.0,19,119.0,7.35,4.4,1,1687,7.918,61.732,46.268,72.6,50.534,0,0,Rounds 4-5,0,0.26077060763399673,45,47.107438016528924,68.18181818181817
2025,WR,Skill,Iowa State,Big 12,76.125,214,9.125,33.125,80.0,4.47,39.0,11,128.0,7.75,4.03,1,1675,10.15,66.812,63.385,63.427,52.51,0,0,Rounds 2-3,0,0.25744087351093803,45,47.5206611570248,68.18181818181817
2024,K,Special Teams,Alabama,SEC,72.875,187,8.5,31.0,73.625,4.39,38.0,15,127.0,6.81,4.14,0,2032,24.925,84.968,76.211,80.844,61.941,0,0,Rounds 6-7,0,0.256334327636101,45,47.93388429752066,68.18181818181817
2025,RB,Skill,Oregon,Big Ten,69.5,205,9.5,29.625,73.75,4.55,37.18,33,115.6,7.03,4.03,1,2040,21.125,85.854,85.403,73.779,53.859,1,0,Rounds 4-5,0,0.25460090309987193,45,48.34710743801653,68.18181818181817
2025,WR,Skill,Minnesota,Big Ten,70.75,193,9.0,30.625,74.75,4.76,37.82,12,130.0,6.78,4.07,1,1674,9.315,68.599,55.808,75.809,45.723,0,0,Rounds 6-7,0,0.25271412752031264,45,48.760330578512395,68.18181818181817
2023,IOL,OL,UCLA,Pac-12,76.0,303,10.125,33.625,81.25,5.01,32.5,20,114.0,7.31,4.45,1,1684,8.553,65.594,81.525,44.786,34.94,0,0,Rounds 4-5,0,0.2503531843924598,45,49.17355371900827,68.18181818181817
2024,IOL,OL,Texas A&M,SEC,75.5,302,10.5,34.625,81.5,5.13,26.5,27,111.0,7.67,4.58,1,1772,15.36,75.057,65.814,76.34,50.751,0,0,Rounds 4-5,0,0.24982928186870124,45,49.586776859504134,68.18181818181817
2023,EDGE,DL,North Carolina,ACC,76.0,238,8.625,32.625,78.875,4.61,34.5,22,123.0,7.22,4.45,1,1559,6.195,60.099,78.452,30.968,61.95,0,0,Undrafted,1,0.2495253710198957,46,50.0,69.6969696969697
2023,OT,OL,North Carolina,ACC,76.0,309,10.0,34.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,1559,6.195,60.099,78.452,30.968,61.95,0,0,Rounds 6-7,0,0.24802976043606673,46,50.413223140495866,69.6969696969697
2023,WR,Skill,Maryland,Big Ten,71.25,201,8.625,31.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,1645,7.842,61.934,61.039,57.849,51.968,0,0,Undrafted,1,0.2455695180681321,47,50.82644628099173,71.21212121212122
2023,WR,Skill,Penn St.,Big Ten,70.0,204,10.125,29.0,72.0,4.52,35.5,16,123.0,6.94,4.29,1,2000,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 6-7,0,0.24226644251982044,47,51.2396694214876,71.21212121212122
2025,DL,DL,Ohio State,Big Ten,74.875,299,10.125,32.25,78.625,4.28,24.5,33,93.0,8.19,4.97,0,2211,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 4-5,0,0.24115228863703153,47,51.652892561983464,71.21212121212122
2025,DL,DL,Nebraska,Big Ten,77.125,288,10.0,32.25,79.0,4.83,33.5,28,119.0,7.58,4.5,1,1537,6.154,64.984,58.011,69.664,41.381,0,0,Rounds 4-5,0,0.2383405390968073,47,52.066115702479344,71.21212121212122
2024,DL,DL,Miami,ACC,75.5,303,9.0,33.875,80.625,5.12,30.0,27,109.0,7.81,4.75,1,1580,11.169,68.436,66.666,63.176,51.762,0,0,Undrafted,1,0.23786806269596406,48,52.47933884297521,72.72727272727273
2024,S,Secondary,Ohio St.,Big Ten,73.5,199,8.75,32.0,78.0,4.55,32.5,13,121.0,7.03,5.07,1,2065,27.485,89.569,83.397,86.658,44.2,1,0,Undrafted,1,0.2375345424381189,49,52.892561983471076,74.24242424242425
2023,EDGE,DL,San Jose St.,Mountain West,76.0,276,9.0,33.0,77.375,4.74,34.0,24,118.0,7.5,4.52,1,1444,-5.871,37.879,45.968,41.711,27.738,0,0,Rounds 4-5,0,0.2371844885059975,49,53.30578512396694,74.24242424242425
2023,WR,Skill,North Carolina,ACC,69.0,179,9.25,30.375,73.375,4.48,38.5,13,131.0,6.91,4.29,1,1559,6.195,60.099,78.452,30.968,61.95,0,0,Rounds 2-3,0,0.23715346094081513,49,53.71900826446281,74.24242424242425
2023,CB,Secondary,Georgia,SEC,73.75,207,8.5,31.25,74.125,4.36,33.5,15,122.0,6.89,4.3,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 4-5,0,0.2347463193487177,49,54.132231404958674,74.24242424242425
2023,EDGE,DL,Appalachian St.,Sun Belt,74.25,236,9.5,33.625,80.625,4.58,35.5,23,120.0,7.07,4.45,1,1593,0.411,45.95,62.053,35.887,34.024,0,0,Rounds 6-7,0,0.2346315395576194,49,54.54545454545454,74.24242424242425
2025,TE,Skill,Alabama,SEC,75.0,274,9.625,31.25,78.25,4.91,34.0,26,119.0,7.34,4.45,1,1986,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 6-7,0,0.23357228796660578,49,54.958677685950406,74.24242424242425
2023,IOL,OL,Clemson,ACC,74.25,303,9.5,34.0,81.0,4.99,28.5,20,108.0,7.7,4.81,1,1843,17.553,74.958,64.744,77.07,48.641,0,0,Rounds 4-5,0,0.2330087282819262,49,55.371900826446286,74.24242424242425
2025,EDGE,DL,Ole Miss,SEC,77.875,274,9.125,33.5,82.75,5.45,24.5,30,138.0,8.19,4.97,0,2007,20.608,84.235,76.596,81.866,47.73,1,0,Undrafted,1,0.2328528788399009,50,55.78512396694215,75.75757575757575
2025,EDGE,DL,Arkansas,SEC,78.0,264,10.0,33.25,83.625,4.68,40.5,28,129.0,7.02,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0,0,Rounds 2-3,0,0.23217167625727564,50,56.19834710743802,75.75757575757575
2025,WR,Skill,Tennessee,SEC,74.5,209,10.0,32.125,78.5,4.33,42.99,14,123.6,6.65,4.03,0,1915,20.786,83.706,67.16,87.119,52.677,0,0,Undrafted,1,0.23142889091509788,51,56.611570247933884,77.27272727272727
2024,CB,Secondary,Washington St.,Pac-12,69.75,184,9.125,30.25,72.375,4.54,34.5,18,125.0,7.05,4.32,1,1546,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,0,0.2313839667719937,51,57.02479338842975,77.27272727272727
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,33.75,83.0,4.65,38.0,33,124.0,7.22,4.4,1,1810,14.834,76.206,60.762,80.864,51.02,0,0,Undrafted,1,0.2288939174885325,52,57.438016528925615,78.78787878787878
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,33.125,81.0,4.78,34.0,27,120.0,7.21,4.54,1,1717,9.307,74.278,67.062,70.631,58.08,0,0,Undrafted,1,0.22812167667324146,53,57.85123966942148,80.3030303030303
2023,QB,Skill,Houston,AAC,74.5,220,9.375,31.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,1619,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 4-5,0,0.22751516669033522,53,58.26446280991735,80.3030303030303
2024,LB,LB,Michigan,Big Ten,71.375,233,8.5,32.125,78.0,4.62,34.5,18,119.0,7.26,4.63,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,0,0.22612170436471302,53,58.67768595041323,80.3030303030303
2024,C,OL,Michigan,Big Ten,73.5,298,9.0,33.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,1,0.22539115565266588,54,59.09090909090909,81.81818181818183
2023,WR,Skill,Liberty,FBS Independent,68.0,179,8.75,30.25,72.5,4.44,39.5,14,134.0,6.92,4.29,1,1413,-3.902,44.748,35.822,54.191,53.85,0,0,Rounds 6-7,0,0.22169758692924568,54,59.50413223140496,81.81818181818183
2023,TE,Skill,Alabama,SEC,76.0,242,9.5,32.375,79.125,4.67,35.5,21,120.0,7.36,4.32,0,2181,27.296,89.526,85.539,81.093,61.676,1,0,Rounds 4-5,0,0.22137227341395949,54,59.917355371900825,81.81818181818183
2024,OT,OL,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105.0,7.5,4.41,1,1743,10.624,67.994,66.593,60.836,53.823,0,0,Undrafted,1,0.22029060436153058,55,60.33057851239669,83.33333333333334
2024,QB,Skill,Michigan,Big Ten,74.5,219,9.0,31.625,75.875,4.81,32.5,17,114.0,6.82,4.23,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Round 1,0,0.2196453267189622,55,60.74380165289256,83.33333333333334
2023,CB,Secondary,Houston,AAC,72.0,195,9.5,32.0,78.0,4.53,37.5,15,125.0,6.97,4.52,1,1619,4.061,51.527,62.603,38.496,54.875,0,0,Rounds 6-7,0,0.21831503623786785,55,61.15702479338842,83.33333333333334
2024,CB,Secondary,South Carolina,SEC,71.75,190,8.875,32.0,77.625,4.46,40.5,15,129.0,6.94,4.19,1,1594,6.054,55.105,53.866,54.724,48.937,0,0,Rounds 6-7,0,0.21238639791421454,55,61.57024793388429,83.33333333333334
2024,LB,LB,Texas,Big 12,74.375,240,9.5,31.75,74.375,4.62,33.5,18,121.0,7.44,4.44,1,2025,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 6-7,0,0.20924331492648562,55,61.98347107438017,83.33333333333334
2024,LB,LB,Michigan,Big Ten,74.25,238,9.375,32.5,77.5,4.62,34.5,18,119.0,7.4,4.38,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 2-3,0,0.2061829155036603,55,62.396694214876035,83.33333333333334
2025,DL,DL,Georgia Tech,ACC,77.5,321,10.25,34.75,85.125,5.14,34.5,11,111.0,6.65,4.03,1,1554,7.402,66.705,72.242,58.501,35.797,0,0,Rounds 6-7,0,0.20510962687251433,55,62.8099173553719,83.33333333333334
2024,WR,Skill,Pittsburgh,ACC,73.0,212,10.125,33.25,79.375,4.43,39.5,19,122.0,6.85,4.1,1,1404,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,0,0.20492702666695817,55,63.22314049586777,83.33333333333334
2024,OT,OL,Arizona,Pac-12,77.0,311,10.875,32.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,1822,11.44,73.172,77.614,56.651,58.122,0,0,Round 1,0,0.20487895740660278,55,63.63636363636363,83.33333333333334
2024,DL,DL,Iowa,Big Ten,77.375,281,10.25,32.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,1575,6.086,61.244,18.216,86.165,61.239,0,0,Rounds 6-7,0,0.20444764889664235,55,64.0495867768595,83.33333333333334
2023,TE,Skill,Georgia,SEC,78.625,264,11.0,34.375,83.75,4.64,31.0,21,122.0,6.75,4.08,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 2-3,0,0.20401519654896194,55,64.46280991735537,83.33333333333334
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,34.5,84.375,4.95,35.0,21,111.0,7.44,4.84,1,1866,15.277,78.168,79.322,67.958,47.09,0,0,Round 1,0,0.20368097803077456,55,64.87603305785123,83.33333333333334
2023,EDGE,DL,Oregon,Pac-12,76.0,260,9.0,33.25,80.125,4.49,32.0,28,110.0,7.37,4.44,1,1724,14.225,78.17,81.614,63.631,42.699,0,0,Rounds 2-3,0,0.19961053131909146,55,65.28925619834712,83.33333333333334
2024,IOL,OL,South Dakota St.,MVFC,76.25,309,10.0,33.875,81.625,5.08,35.5,31,117.0,7.59,4.45,1,1780,12.286,67.318,67.025,63.252,53.648,0,0,Rounds 4-5,0,0.19887114357247648,55,65.70247933884298,83.33333333333334
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,34.25,81.25,5.45,32.5,21,124.0,6.65,4.97,1,1656,9.105,70.789,70.321,56.691,72.021,0,0,Undrafted,1,0.19786088604523955,56,66.11570247933885,84.84848484848484
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,34.5,82.375,4.28,43.0,33,123.2,7.59,4.2,0,1533,3.857,55.405,64.09,40.753,58.771,0,0,Undrafted,1,0.1974145395577248,57,66.52892561983471,86.36363636363636
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124.0,7.12,4.35,1,1404,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,0,0.19659478705401667,57,66.94214876033058,86.36363636363636
2024,S,Secondary,Georgia,SEC,70.5,198,9.0,30.75,73.875,4.47,37.0,17,123.0,7.03,5.04,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Rounds 2-3,0,0.19387193496778454,57,67.35537190082644,86.36363636363636
2024,EDGE,DL,Washington St.,Pac-12,75.875,264,9.75,32.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,1546,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,0,0.19338702424415122,57,67.76859504132231,86.36363636363636
2025,EDGE,DL,Boston College,ACC,74.5,248,9.25,34.0,82.75,4.28,35.5,22,119.0,6.94,4.19,1,1513,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,0.1898095027915192,57,68.18181818181817,86.36363636363636
2023,CB,Secondary,Miami,ACC,72.0,198,9.625,32.625,77.625,4.45,38.5,12,125.0,7.09,4.41,1,1316,-0.466,39.09,36.049,46.919,51.41,0,0,Rounds 2-3,0,0.18869715245248442,57,68.59504132231406,86.36363636363636
2024,TE,Skill,South Carolina,SEC,75.0,240,9.375,34.25,78.75,4.64,32.5,28,121.0,7.09,4.54,1,1594,6.054,55.105,53.866,54.724,48.937,0,0,Undrafted,1,0.18835021516097905,58,69.00826446280992,87.87878787878788
2024,IOL,OL,TCU,Big 12,76.5,313,10.75,34.625,84.0,4.99,34.0,30,114.0,7.58,4.54,1,1631,9.511,59.244,64.411,51.426,45.245,0,0,Rounds 2-3,0,0.18819248382403497,58,69.42148760330579,87.87878787878788
2025,WR,Skill,Arizona,Big 12,76.125,219,10.0,31.5,77.875,4.68,32.15,15,121.5,6.94,4.19,0,1307,-3.385,38.477,43.057,38.791,48.852,0,1,Round 1,0,0.18608104230608724,58,69.83471074380165,87.87878787878788
2024,CB,Secondary,Georgia,SEC,71.5,186,8.875,30.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Rounds 2-3,0,0.18534891758233119,58,70.24793388429752,87.87878787878788
2023,CB,Secondary,Penn St.,Big Ten,71.375,203,10.125,31.25,75.75,4.65,32.5,18,119.0,7.03,4.21,1,2000,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 2-3,0,0.18489390846199838,58,70.66115702479338,87.87878787878788
2024,RB,Skill,Ohio St.,Big Ten,68.5,229,9.0,28.625,69.625,4.56,36.0,22,119.0,7.25,4.26,0,2065,27.485,89.569,83.397,86.658,44.2,1,0,Undrafted,1,0.18389282566214804,59,71.07438016528926,89.39393939393939
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0,0,Undrafted,1,0.18176980013039545,60,71.48760330578511,90.9090909090909
2023,CB,Secondary,Stanford,Pac-12,72.0,191,9.75,32.0,76.625,4.52,36.0,15,131.0,6.51,4.27,1,1237,-3.917,38.149,36.614,44.176,50.17,0,0,Rounds 4-5,0,0.1802397685833096,60,71.900826446281,90.9090909090909
2024,IOL,OL,Michigan,Big Ten,76.125,309,10.625,35.0,84.75,5.15,29.5,28,109.0,7.7,4.61,0,2210,27.625,94.395,88.226,91.352,54.858,0,0,Rounds 6-7,0,0.17729561166102104,60,72.31404958677686,90.9090909090909
2024,WR,Skill,USC,Pac-12,74.375,208,9.625,33.0,78.0,4.5,36.5,13,119.0,6.86,4.12,1,1723,13.091,69.753,82.697,42.068,66.367,0,0,Rounds 6-7,0,0.177231953754165,60,72.72727272727273,90.9090909090909
2024,TE,Skill,Washington,Pac-12,75.125,231,9.25,32.875,78.5,4.47,35.0,28,121.0,6.99,4.39,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,0,0.17614227048810116,60,73.14049586776859,90.9090909090909
2025,DL,DL,North Carolina,ACC,76.25,294,10.25,33.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,1496,2.602,50.555,55.402,46.067,47.749,0,0,Undrafted,1,0.17363726294017146,61,73.55371900826447,92.42424242424242
2025,WR,Skill,Missouri,SEC,72.0,206,8.5,31.25,76.5,4.41,29.17,12,115.9,7.33,4.11,1,1711,12.197,68.028,61.356,72.874,37.108,0,1,Rounds 2-3,0,0.17290877142590033,61,73.96694214876032,92.42424242424242
2023,TE,Skill,Utah,Pac-12,76.0,246,10.25,32.625,78.375,4.67,35.0,21,120.0,7.37,4.3,0,1915,19.146,79.905,74.866,74.068,53.378,0,0,Round 1,0,0.17269003452368004,61,74.3801652892562,92.42424242424242
2024,WR,Skill,Southeast Missouri St.,OVC-Big South,72.75,202,10.125,31.625,76.125,4.44,39.5,19,132.0,6.85,4.12,1,1689,10.257,67.367,64.253,63.204,55.565,0,0,Rounds 6-7,0,0.17078125159273716,61,74.79338842975206,92.42424242424242
2024,LB,LB,North Carolina St.,ACC,75.875,233,9.0,30.5,75.75,4.43,34.5,18,119.0,7.29,4.43,1,1660,6.943,65.952,47.142,75.741,57.991,0,1,Rounds 4-5,0,0.17012141189181318,61,75.20661157024794,92.42424242424242
2024,DL,DL,Duke,ACC,74.375,302,10.25,33.0,79.125,4.99,32.0,27,109.0,7.95,4.75,1,1654,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 2-3,0,0.16811551413943882,61,75.6198347107438,92.42424242424242
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120.0,6.94,4.35,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,1,0.1680512307726797,62,76.03305785123968,93.93939393939394
2023,WR,Skill,Mississippi,SEC,73.75,220,10.375,32.125,75.75,4.46,39.5,22,129.0,6.96,4.29,1,1634,12.342,68.271,72.487,57.125,45.454,0,0,Rounds 2-3,0,0.16645007701318715,62,76.44628099173553,93.93939393939394
2023,DL,DL,Mississippi St.,SEC,75.0,304,10.0,34.5,82.0,5.1,29.5,24,109.0,7.6,4.79,1,1694,13.237,75.362,59.938,76.598,66.986,0,0,Rounds 4-5,0,0.16067846007762898,62,76.85950413223141,93.93939393939394
2023,OT,OL,Maryland,Big Ten,77.625,306,9.375,33.0,79.125,5.1,31.5,20,113.0,7.6,4.69,1,1645,7.842,61.934,61.039,57.849,51.968,0,0,Rounds 6-7,0,0.15965639539771037,62,77.27272727272727,93.93939393939394
2025,EDGE,DL,Central Arkansas,UAC,72.875,263,9.25,31.875,77.5,4.69,35.0,26,118.0,7.15,4.39,1,1742,12.036,70.585,65.506,67.645,49.236,0,0,Rounds 4-5,0,0.15701903350552893,62,77.68595041322314,93.93939393939394
2024,CB,Secondary,Kentucky,SEC,70.75,190,8.75,31.25,75.0,4.48,42.0,15,135.0,6.95,3.94,1,1641,7.33,63.962,60.477,61.626,52.112,0,0,Rounds 2-3,0,0.15699699292355251,62,78.099173553719,93.93939393939394
2025,LB,LB,Georgia,SEC,73.0,243,10.25,32.0,79.875,4.75,24.5,11,115.3,6.88,4.03,0,1998,22.091,82.861,79.935,73.308,59.572,1,1,Round 1,0,0.15292226831331357,62,78.51239669421489,93.93939393939394
2023,CB,Secondary,Iowa,Big Ten,72.625,193,9.5,30.0,74.125,4.45,39.0,12,127.0,6.68,4.29,1,1748,7.409,67.111,21.369,88.288,70.495,0,0,Rounds 2-3,0,0.1523968427778365,62,78.92561983471074,93.93939393939394
2024,LB,LB,Penn St.,Big Ten,73.375,241,10.25,31.5,77.75,4.58,35.0,18,124.0,7.45,4.74,1,2000,25.618,85.731,66.931,89.424,64.921,1,0,Undrafted,1,0.1520969031337972,63,79.33884297520662,95.45454545454545
2024,TE,Skill,Texas,Big 12,75.875,245,10.125,32.875,78.25,4.69,35.0,28,121.0,7.04,4.32,1,2025,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 4-5,0,0.14982765461261505,63,79.75206611570248,95.45454545454545
2023,CB,Secondary,Iowa,Big Ten,72.0,205,9.25,31.875,77.125,4.62,35.5,18,118.0,6.99,4.17,1,1748,7.409,67.111,21.369,88.288,70.495,0,0,Undrafted,1,0.14978155214047473,64,80.16528925619835,96.96969696969697
2024,S,Secondary,Auburn,SEC,71.625,179,9.875,32.375,76.625,4.45,39.5,13,133.0,7.22,5.94,1,1585,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,0,0.1492478527434229,64,80.57851239669421,96.96969696969697
2023,CB,Secondary,Utah,Pac-12,69.0,184,9.125,29.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,0,0,Rounds 4-5,0,0.13732953508247014,64,80.99173553719008,96.96969696969697
2025,RB,Skill,Ohio State,Big Ten,70.125,202,9.5,30.625,76.125,4.43,38.5,11,128.0,6.65,4.97,1,2211,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 2-3,0,0.13403218170662567,64,81.40495867768594,96.96969696969697
2025,EDGE,DL,Miami,ACC,76.625,258,10.0,33.125,80.25,4.62,35.5,19,121.0,6.65,4.16,1,1855,17.338,77.097,87.084,52.889,41.286,1,0,Rounds 6-7,0,0.13337330992835317,64,81.81818181818183,96.96969696969697
2024,OT,OL,Central Florida,Big 12,77.75,306,10.125,33.625,80.625,4.95,36.5,29,117.0,7.76,4.75,1,1617,9.736,69.854,75.965,58.387,40.005,0,0,Rounds 6-7,0,0.12964900354447684,64,82.23140495867769,96.96969696969697
2024,S,Secondary,Washington,Pac-12,74.375,215,10.0,33.25,79.875,4.51,39.0,16,122.0,6.83,4.14,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 6-7,0,0.1274189043742714,64,82.64462809917356,96.96969696969697
2024,LB,LB,Washington,Pac-12,72.5,236,9.25,32.875,79.625,4.56,39.5,18,128.0,7.32,5.27,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,Rounds 4-5,0,0.1266391602012129,64,83.05785123966942,96.96969696969697
2024,OT,OL,Notre Dame,FBS Independent,77.75,310,10.0,34.375,83.0,5.2,28.0,28,114.0,7.76,4.73,1,2077,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 2-3,0,0.1206883620767164,64,83.47107438016529,96.96969696969697
2023,EDGE,DL,Nebraska,Big Ten,76.75,250,10.75,35.25,83.375,4.74,33.5,21,118.0,7.18,4.38,1,1532,-0.651,40.694,43.713,40.707,51.926,0,0,Rounds 6-7,0,0.12059391884909743,64,83.88429752066115,96.96969696969697
2023,OT,OL,Georgia,SEC,77.375,311,10.625,34.75,82.75,4.97,30.0,20,108.0,7.6,4.69,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Round 1,0,0.11991072347707932,64,84.29752066115702,96.96969696969697
2024,DL,DL,Ohio St.,Big Ten,74.75,290,10.0,33.5,81.125,4.97,31.0,27,111.0,7.65,4.61,0,2065,27.485,89.569,83.397,86.658,44.2,1,0,Rounds 2-3,0,0.1144804188601607,64,84.71074380165288,96.96969696969697
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,31.375,76.875,4.43,43.0,12,105.0,8.19,4.94,0,1701,12.691,74.938,72.644,69.84,45.06,0,1,Round 1,0,0.10922167917201697,64,85.12396694214877,96.96969696969697
2023,EDGE,DL,Georgia,SEC,75.75,247,10.125,34.625,82.25,4.48,30.0,23,123.0,7.35,4.45,1,2300,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 6-7,0,0.1035945152645752,64,85.53719008264463,96.96969696969697
2025,DL,DL,Kentucky,SEC,79.375,331,10.5,34.25,84.125,5.45,25.0,33,104.0,6.65,4.03,1,1498,4.707,54.684,41.39,62.472,62.769,0,1,Rounds 4-5,0,0.10344570013827736,64,85.9504132231405,96.96969696969697
2023,DL,DL,Texas,Big 12,74.625,292,10.375,34.5,83.375,5.04,33.0,29,112.0,7.53,4.75,1,1900,19.379,79.1,73.758,70.57,66.449,1,0,Rounds 6-7,0,0.10254660390711356,64,86.36363636363636,96.96969696969697
2024,WR,Skill,Texas,Big 12,73.25,205,9.0,32.375,77.625,4.34,39.5,19,136.0,6.84,4.11,1,2025,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 2-3,0,0.10155398487174594,64,86.77685950413223,96.96969696969697
2024,OT,OL,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111.0,7.46,4.41,1,2273,24.777,87.417,88.149,74.455,48.128,1,0,Round 1,0,0.09996362807385906,64,87.19008264462809,96.96969696969697
2024,CB,Secondary,Notre Dame,FBS Independent,75.0,202,9.375,33.0,78.875,4.5,39.5,11,130.0,7.12,4.24,1,2077,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 4-5,0,0.09523635827627619,64,87.60330578512396,96.96969696969697
2024,RB,Skill,Notre Dame,FBS Independent,71.375,221,10.25,32.375,76.5,4.71,38.0,23,125.0,7.0,4.25,1,2077,20.776,83.947,78.304,77.941,57.082,1,0,Rounds 4-5,0,0.092109234031991,64,88.01652892561982,96.96969696969697
2025,EDGE,DL,South Carolina,SEC,76.0,254,9.625,34.0,81.5,4.73,30.43,23,138.0,6.65,4.97,1,1810,14.834,76.206,60.762,80.864,51.02,0,0,Rounds 4-5,0,0.08891153214473624,64,88.42975206611571,96.96969696969697
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,33.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,1762,14.297,76.763,68.737,71.579,64.836,1,1,Rounds 2-3,0,0.07203708207172776,64,88.84297520661157,96.96969696969697
