Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Round,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Round Captured
2025,CB,Secondary,Western Kentucky,Conference USA,73.0,181,9.0,30.0,74.375,4.44,37.5,21,128.0,8.19,4.29,1,1364,-7.663,43.781,43.864,42.926,60.821,5.0689,0,0,Round 4,0,0.10645384439147686,24,44.62809917355372,100.0
2023,C,OL,Ohio St.,Big Ten,75.0,303,9.625,31.625,77.125,5.14,30.5,20,106.0,7.64,4.53,1,2107,25.771,88.337,91.467,71.506,49.437,4.2341,0,0,Round 6,0,0.10485509102104021,24,45.04132231404959,100.0
2025,CB,Secondary,East Carolina,AAC,73.875,194,9.5,32.5,79.75,4.67,30.46,13,112.0,8.19,4.03,0,1403,-5.922,41.022,32.234,48.38,64.194,5.2095,0,0,Round 3,0,0.10393622311171791,24,45.45454545454545,100.0
2024,EDGE,DL,Mississippi,SEC,75.0,260,9.875,33.5,79.375,4.63,38.0,25,122.0,7.15,4.27,1,1737,15.302,75.391,76.693,64.536,49.591,3.8067,0,0,Round 6,0,0.10292658955434562,24,45.867768595041326,100.0
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,33.75,83.0,4.65,38.0,33,124.0,7.22,4.4,1,1810,14.834,76.206,60.762,80.864,51.02,0.0,0,0,Undrafted,0,0.10255715855157986,24,46.28099173553719,100.0
2024,RB,Skill,Clemson,ACC,71.0,206,9.625,30.25,74.125,4.51,35.0,22,122.0,6.82,4.23,0,1764,13.892,72.489,48.101,90.04,37.087,4.8828,1,0,Round 4,0,0.10210009499761953,24,46.69421487603306,100.0
2024,CB,Secondary,Wake Forest,ACC,71.875,199,8.25,31.375,75.625,4.51,38.5,15,126.0,6.94,4.0,0,1397,-1.563,44.613,38.193,52.655,52.027,4.4427,0,0,Round 6,0,0.10183325142903074,24,47.107438016528924,100.0
2024,OT,OL,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111.0,7.46,4.41,1,2273,24.777,87.417,88.149,74.455,48.128,5.4848,1,0,Round 1,0,0.10155198905983892,24,47.5206611570248,100.0
2025,CB,Secondary,UCF,Big 12,70.25,191,8.375,29.75,72.625,4.41,43.0,15,123.2,6.9,4.03,1,1557,5.283,53.294,60.369,50.721,32.002,4.7362,0,0,Round 5,0,0.10152432548594002,24,47.93388429752066,100.0
2024,IOL,OL,Boston Col.,ACC,75.375,314,10.5,33.5,81.625,5.13,32.5,29,109.0,7.81,4.53,1,1345,-5.102,38.527,51.282,29.636,49.017,3.8918,0,0,Round 6,0,0.1014431502358838,24,48.34710743801653,100.0
2025,TE,Skill,Georgia Tech,ACC,76.5,253,9.125,32.125,79.0,4.82,34.5,16,121.0,6.65,4.4,1,1554,7.402,66.705,72.242,58.501,35.797,4.4543,0,0,Round 6,0,0.10122232729996297,24,48.760330578512395,100.0
2023,EDGE,DL,Wisconsin,Big Ten,74.125,240,9.25,31.25,76.0,4.65,34.5,25,124.0,7.24,4.45,1,1706,8.148,60.996,54.436,68.136,36.997,4.8442,0,0,Round 5,0,0.10111809960646373,24,49.17355371900827,100.0
2023,TE,Skill,Miami,ACC,76.5,239,9.375,32.25,78.125,4.54,36.5,20,121.0,7.25,4.33,1,1316,-0.466,39.09,36.049,46.919,51.41,4.5747,0,0,Round 6,0,0.10101295153469647,24,49.586776859504134,100.0
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120.0,6.94,4.35,1,2210,27.625,94.395,88.226,91.352,54.858,0.0,0,0,Undrafted,0,0.10091460458974762,24,50.0,100.0
2025,IOL,OL,Iowa,Big Ten,77.75,309,10.0,32.0,77.125,5.45,28.5,33,110.0,7.78,4.63,1,1774,11.144,70.238,48.063,74.759,71.573,2.3026,0,0,Round 7,0,0.10081836283164172,24,50.413223140495866,100.0
2025,DL,DL,North Carolina,ACC,76.25,294,10.25,33.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,1496,2.602,50.555,55.402,46.067,47.749,0.0,0,0,Undrafted,0,0.10076262332609312,24,50.82644628099173,100.0
2025,RB,Skill,Michigan,Big Ten,73.5,226,10.0,31.625,78.0,4.28,33.08,15,122.9,7.26,4.97,0,1909,9.382,64.736,44.049,69.52,75.356,4.2627,0,0,Round 6,0,0.09915816911149918,24,51.2396694214876,100.0
2025,WR,Skill,Georgia,SEC,70.0,185,9.25,31.375,75.625,4.4,33.5,11,120.0,6.9,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,2.7081,1,0,Round 7,0,0.09885358410643193,24,51.652892561983464,100.0
2023,OT,OL,North Carolina,ACC,76.0,309,10.0,34.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,1559,6.195,60.099,78.452,30.968,61.95,4.4998,0,0,Round 6,0,0.0987613502082369,24,52.066115702479344,100.0
2025,WR,Skill,Tennessee,SEC,74.5,209,10.0,32.125,78.5,4.33,42.99,14,123.6,6.65,4.03,0,1915,20.786,83.706,67.16,87.119,52.677,0.0,0,0,Undrafted,0,0.09872974878598338,24,52.47933884297521,100.0
2025,S,Secondary,Oklahoma,SEC,69.875,192,8.5,28.5,70.75,4.42,35.5,17,123.0,6.65,4.03,1,1725,10.943,65.083,38.944,80.167,57.918,4.9488,1,0,Round 4,0,0.09860181339364087,24,52.892561983471076,100.0
2025,TE,Skill,UCLA,Big Ten,77.625,260,9.5,32.5,78.875,4.81,32.5,11,114.0,6.65,4.97,1,1488,2.781,54.088,49.817,56.439,50.8,2.3979,0,0,Round 7,0,0.09846402541191558,24,53.30578512396694,100.0
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,34.25,81.25,5.45,32.5,21,124.0,6.65,4.97,1,1656,9.105,70.789,70.321,56.691,72.021,0.0,0,0,Undrafted,0,0.09839132657863374,24,53.71900826446281,100.0
2025,TE,Skill,Alabama,SEC,75.0,274,9.625,31.25,78.25,4.91,34.0,26,119.0,7.34,4.45,1,1986,23.933,85.057,77.281,79.955,59.628,4.4308,1,0,Round 6,0,0.09787256765748854,24,54.132231404958674,100.0
2025,CB,Secondary,UTSA,AAC,74.875,186,8.25,32.75,80.125,4.36,36.5,12,126.0,7.0,4.26,1,1544,-5.581,40.078,38.259,46.39,49.382,4.4998,0,0,Round 6,0,0.09700597540672075,24,54.54545454545454,100.0
2025,CB,Secondary,Rutgers,Big Ten,71.0,175,8.5,31.5,76.5,4.39,33.87,11,134.0,6.65,4.03,1,1533,3.857,55.405,64.09,40.753,58.771,3.8501,0,0,Round 6,0,0.09679697584163371,24,54.958677685950406,100.0
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124.0,7.12,4.35,1,1404,-0.369,43.622,32.282,60.013,38.896,3.4012,0,0,Round 7,0,0.09664070090267345,24,55.371900826446286,100.0
2025,C,OL,USC,Big Ten,76.125,302,9.25,30.125,77.0,4.84,32.0,33,112.0,7.56,4.03,0,1765,13.269,71.782,72.12,62.422,51.818,3.6376,0,0,Round 6,0,0.09630833432836795,24,55.78512396694215,100.0
2023,OT,OL,Ohio St.,Big Ten,80.25,374,11.625,36.375,87.875,5.35,26.0,20,112.0,7.61,4.6,1,2107,25.771,88.337,91.467,71.506,49.437,4.9972,0,0,Round 4,0,0.09608909368672745,24,56.19834710743802,100.0
2023,CB,Secondary,California,Pac-12,72.875,208,10.0,30.25,74.375,4.45,39.5,22,128.0,6.75,4.17,1,1406,-1.39,44.902,38.449,54.726,43.407,4.6151,0,0,Round 5,0,0.09596692308245894,24,56.611570247933884,100.0
2024,EDGE,DL,Texas Tech,Big 12,78.0,278,9.875,36.875,86.25,4.67,35.0,21,120.0,7.56,4.75,1,1562,6.237,62.556,51.102,66.311,59.243,3.1355,0,0,Round 7,0,0.09568974571890754,24,57.02479338842975,100.0
2023,IOL,OL,Mississippi,SEC,76.0,305,9.75,32.5,76.625,5.27,29.0,20,108.0,7.75,4.7,1,1634,12.342,68.271,72.487,57.125,45.454,3.3673,0,0,Round 7,0,0.09550541569305623,24,57.438016528925615,100.0
2023,IOL,OL,Duluth/University of Minnesota,NSIC,76.0,304,9.75,32.375,78.75,5.2,29.0,20,109.0,7.77,4.75,0,1819,14.599,74.563,74.162,65.921,50.606,0.0,0,0,Undrafted,0,0.0945754621391048,24,57.85123966942148,100.0
2024,WR,Skill,Louisville,ACC,71.75,188,8.625,31.0,74.5,4.46,34.0,12,120.0,7.16,4.19,1,1688,11.36,72.759,63.856,75.697,45.123,4.6347,0,0,Round 5,0,0.09399363334315111,24,58.26446280991735,100.0
2024,WR,Skill,Michigan,Big Ten,74.75,212,8.625,31.875,77.25,4.44,37.5,15,127.0,6.85,4.1,1,2210,27.625,94.395,88.226,91.352,54.858,1.7918,0,0,Round 7,0,0.09362929443213762,24,58.67768595041323,100.0
2025,TE,Skill,Utah,Big 12,74.0,236,10.5,31.5,76.75,5.45,43.0,11,113.3,8.19,4.03,0,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.0935530920455936,24,59.09090909090909,100.0
2025,WR,Skill,Notre Dame,FBS Independent,75.0,201,9.5,31.5,79.5,4.49,38.37,19,123.0,7.02,4.42,0,2154,25.305,88.314,78.053,88.226,42.499,0.0,0,0,Undrafted,0,0.09292441026810636,24,59.50413223140496,100.0
2024,RB,Skill,Louisville,ACC,72.0,221,9.25,30.75,74.875,4.33,41.5,22,129.0,6.94,4.15,1,1688,11.36,72.759,63.856,75.697,45.123,4.8675,0,0,Round 5,0,0.09257963818605475,24,59.917355371900825,100.0
2024,LB,LB,Notre Dame,FBS Independent,72.875,235,9.75,30.625,74.875,4.62,34.5,20,118.0,7.31,4.35,1,2077,20.776,83.947,78.304,77.941,57.082,4.7536,1,0,Round 5,0,0.09231753615697338,24,60.33057851239669,100.0
2023,OT,OL,Boise St.,Mountain West,77.75,309,10.75,34.0,83.625,5.24,28.5,20,104.0,7.52,4.52,1,1712,3.797,52.954,41.976,64.425,46.27,0.0,0,0,Undrafted,0,0.0922979719189585,24,60.74380165289256,100.0
2024,C,OL,Arkansas,SEC,76.625,302,9.5,31.875,77.875,5.22,36.5,27,110.0,7.47,4.57,1,1431,2.225,47.846,34.458,61.741,53.372,3.7377,0,0,Round 6,0,0.09197203110274174,24,61.15702479338842,100.0
2024,S,Secondary,Ohio St.,Big Ten,73.5,199,8.75,32.0,78.0,4.55,32.5,13,121.0,7.03,5.07,1,2065,27.485,89.569,83.397,86.658,44.2,0.0,1,0,Undrafted,0,0.09183680475099383,24,61.57024793388429,100.0
2024,RB,Skill,Michigan,Big Ten,67.75,205,9.0,28.875,70.125,4.53,35.5,27,119.0,6.82,4.12,1,2210,27.625,94.395,88.226,91.352,54.858,5.1705,0,0,Round 3,0,0.09155800561853616,24,61.98347107438017,100.0
2023,CB,Secondary,Stanford,Pac-12,72.0,191,9.75,32.0,76.625,4.52,36.0,15,131.0,6.51,4.27,1,1237,-3.917,38.149,36.614,44.176,50.17,4.625,0,0,Round 5,0,0.09133710444891022,24,62.396694214876035,100.0
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0.0,0,0,Undrafted,0,0.09122312871283052,24,62.8099173553719,100.0
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0.0,0,0,Undrafted,0,0.09076083354331725,24,63.22314049586777,100.0
2023,WR,Skill,TCU,Big 12,68.375,165,8.0,29.25,69.0,4.36,36.5,12,126.0,6.9,4.38,1,1729,14.378,80.5,80.39,69.518,54.974,4.8978,0,0,Round 4,0,0.0907606504090435,24,63.63636363636363,100.0
2024,CB,Secondary,Auburn,SEC,72.125,190,8.375,31.625,75.0,4.36,34.5,15,123.0,6.94,4.41,1,1585,8.916,67.536,49.076,72.965,65.063,4.8122,0,0,Round 5,0,0.0903420202165879,24,64.0495867768595,100.0
2023,IOL,OL,South Carolina,SEC,73.875,297,9.875,31.75,77.0,5.12,27.5,20,109.0,7.9,4.8,1,1620,4.416,61.258,58.008,49.932,79.756,3.5264,0,0,Round 7,0,0.09029248889293515,24,64.46280991735537,100.0
2025,LB,LB,Minnesota,Big Ten,74.125,236,9.0,32.625,77.625,5.02,33.13,33,111.6,7.52,4.69,0,1674,9.315,68.599,55.808,75.809,45.723,3.6109,0,0,Round 6,0,0.08934196312164412,24,64.87603305785123,100.0
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,34.0,81.125,5.5,28.0,20,101.0,8.34,4.97,1,1760,11.472,73.944,84.016,49.984,45.242,0.0,1,0,Undrafted,0,0.08754568508534734,24,65.28925619834712,100.0
2023,LB,LB,Cincinnati,AAC,70.5,231,9.5,30.25,72.0,4.55,33.5,22,119.0,7.44,4.41,0,1690,6.451,60.989,44.607,64.989,69.829,0.0,0,1,Undrafted,0,0.08717995902945852,24,65.70247933884298,100.0
2023,WR,Skill,Virginia,ACC,73.375,206,10.0,32.375,79.875,4.62,39.0,18,130.0,6.95,4.29,1,1340,-3.957,36.753,28.59,56.938,29.806,4.6052,0,0,Round 5,0,0.0865163597253032,24,66.11570247933885,100.0
2024,DL,DL,Miami,ACC,75.5,303,9.0,33.875,80.625,5.12,30.0,27,109.0,7.81,4.75,1,1580,11.169,68.436,66.666,63.176,51.762,0.0,0,0,Undrafted,0,0.08540619491981714,24,66.52892561983471,100.0
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,34.5,82.375,4.28,43.0,33,123.2,7.59,4.2,0,1533,3.857,55.405,64.09,40.753,58.771,0.0,0,0,Undrafted,0,0.08535532556012104,24,66.94214876033058,100.0
2023,RB,Skill,Mississippi,SEC,71.0,202,10.25,31.625,73.25,4.47,36.0,20,122.0,7.14,4.6,0,1634,12.342,68.271,72.487,57.125,45.454,3.7842,0,0,Round 6,0,0.08523922606439849,24,67.35537190082644,100.0
2024,C,OL,Michigan St.,Big Ten,76.0,307,9.75,32.75,79.0,5.17,31.5,27,107.0,7.41,4.29,0,1338,-3.512,38.745,32.821,44.666,62.478,3.434,0,0,Round 7,0,0.08434729642110929,24,67.76859504132231,100.0
2025,S,Secondary,California,ACC,72.125,200,8.625,30.5,75.25,4.45,36.0,13,127.0,6.65,4.97,1,1529,4.302,57.687,45.477,64.264,58.117,5.0304,0,0,Round 4,0,0.08419666053466336,24,68.18181818181817,100.0
2023,RB,Skill,Texas A&M,SEC,68.5,188,8.5,29.0,69.125,4.32,33.0,20,120.0,7.57,4.99,1,1629,7.2,58.223,43.007,65.719,58.545,5.1648,0,0,Round 3,0,0.08345551583760154,24,68.59504132231406,100.0
2024,S,Secondary,Texas Tech,Big 12,74.375,216,9.125,33.375,79.125,4.51,41.0,24,146.0,6.81,4.04,1,1562,6.237,62.556,51.102,66.311,59.243,0.0,0,0,Undrafted,0,0.0834259371489909,24,69.00826446280992,100.0
2024,RB,Skill,Georgia,SEC,69.625,207,9.5,29.75,73.0,4.56,32.5,22,114.0,6.95,4.24,1,2273,24.777,87.417,88.149,74.455,48.128,0.0,1,0,Undrafted,0,0.08333057361793336,24,69.42148760330579,100.0
2023,CB,Secondary,Florida St.,ACC,70.625,191,8.75,29.625,72.25,4.59,33.5,23,116.0,7.12,4.58,1,1848,15.503,78.613,83.024,62.6,47.133,4.7362,0,0,Round 5,0,0.08300780013209683,24,69.83471074380165,100.0
2025,WR,Skill,Oregon,Big Ten,74.125,205,9.75,31.5,78.5,4.57,32.0,12,123.0,7.04,4.54,1,2040,21.125,85.854,85.403,73.779,53.859,0.0,1,0,Undrafted,0,0.08268133887524919,24,70.24793388429752,100.0
2025,DL,DL,Utah,Big 12,75.5,308,10.5,32.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.08250921488800171,24,70.66115702479338,100.0
2024,DL,DL,Auburn,SEC,74.375,286,9.625,32.0,78.25,5.06,29.5,27,103.0,6.81,4.6,1,1585,8.916,67.536,49.076,72.965,65.063,2.4849,0,0,Round 7,0,0.08226400622135259,24,71.07438016528926,100.0
2023,CB,Secondary,Iowa,Big Ten,72.0,205,9.25,31.875,77.125,4.62,35.5,18,118.0,6.99,4.17,1,1748,7.409,67.111,21.369,88.288,70.495,0.0,0,0,Undrafted,0,0.08223547085434404,24,71.48760330578511,100.0
2024,S,Secondary,Mississippi,SEC,72.0,195,9.0,32.5,76.375,4.55,37.0,12,116.0,7.06,5.19,1,1737,15.302,75.391,76.693,64.536,49.591,3.5553,0,0,Round 6,0,0.0819377571507632,24,71.900826446281,100.0
2024,LB,LB,Texas,Big 12,74.375,240,9.5,31.75,74.375,4.62,33.5,18,121.0,7.44,4.44,1,2025,23.196,86.583,76.615,83.977,60.972,4.4308,1,0,Round 6,0,0.08122944263529659,24,72.31404958677686,100.0
2024,CB,Secondary,Washington St.,Pac-12,69.75,184,9.125,30.25,72.375,4.54,34.5,18,125.0,7.05,4.32,1,1546,3.221,62.169,54.667,62.054,59.872,4.625,0,0,Round 5,0,0.0789776575194074,24,72.72727272727273,100.0
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0.0,0,0,Undrafted,0,0.07847388715452969,24,73.14049586776859,100.0
2024,IOL,OL,Utah,Pac-12,76.5,321,10.0,32.5,79.5,5.38,29.5,27,101.0,7.95,4.9,1,1684,10.768,65.114,50.684,74.826,48.257,0.0,0,0,Undrafted,0,0.07812767862550467,24,73.55371900826447,100.0
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0.0,0,0,Undrafted,0,0.07811441135509913,24,73.96694214876032,100.0
2025,WR,Skill,Stanford,ACC,73.75,206,10.0,32.375,78.375,4.44,38.5,33,127.0,6.7,4.31,1,1175,-5.299,38.36,36.975,39.874,65.408,4.8122,0,0,Round 5,0,0.07745838938690014,24,74.3801652892562,100.0
2025,LB,LB,Indiana,Big Ten,72.625,218,9.534,31.626,79.875,4.38,35.0,11,127.0,7.24,4.03,1,1951,18.73,83.71,85.132,72.021,40.91,0.0,1,0,Undrafted,0,0.07743958326214898,24,74.79338842975206,100.0
2023,CB,Secondary,Oregon St.,Pac-12,73.0,195,8.5,31.875,76.25,4.55,33.0,15,122.0,6.51,4.33,1,1793,12.157,76.446,63.005,76.701,62.14,1.9459,0,0,Round 7,0,0.07691302053013438,24,75.20661157024794,100.0
2023,CB,Secondary,Iowa St.,Big 12,72.0,205,8.75,31.25,75.875,4.54,37.5,18,125.0,6.87,4.22,1,1554,6.28,57.494,40.857,78.383,33.853,2.8332,0,0,Round 7,0,0.07562229603848189,24,75.6198347107438,100.0
2025,WR,Skill,Maryland,Big Ten,75.5,204,9.25,31.75,77.625,4.46,30.0,23,114.0,7.02,4.03,1,1407,-0.535,43.23,46.603,47.026,35.755,2.9444,0,0,Round 7,0,0.07561870022850821,24,76.03305785123968,100.0
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,32.125,78.375,4.56,31.0,17,117.0,6.84,4.03,1,1711,12.197,68.028,61.356,72.874,37.108,0.0,0,0,Undrafted,0,0.07517620807307324,24,76.44628099173553,100.0
2025,S,Secondary,Nevada,Mountain West,70.625,202,9.5,31.0,75.25,4.41,41.5,18,128.0,6.65,4.14,1,1192,-8.417,32.498,47.2,30.419,32.833,3.5264,0,0,Round 7,0,0.07511759904633414,24,76.85950413223141,100.0
2023,RB,Skill,Utah,Pac-12,72.375,237,9.25,31.125,76.0,4.74,30.0,20,118.0,6.84,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,0.0,0,0,Undrafted,0,0.07492795217974008,24,77.27272727272727,100.0
2024,C,OL,Michigan,Big Ten,73.5,298,9.0,33.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,2210,27.625,94.395,88.226,91.352,54.858,0.0,0,0,Undrafted,0,0.07481586695756572,24,77.68595041322314,100.0
2023,WR,Skill,BYU,FBS Independent,74.0,201,9.5,32.125,74.875,4.5,36.5,17,126.0,6.94,4.29,0,1526,0.819,50.481,70.378,34.793,40.904,4.4067,0,0,Round 6,0,0.07463074065474701,24,78.099173553719,100.0
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,32.75,79.5,4.38,30.44,11,116.6,8.12,4.97,0,1537,6.154,64.984,58.011,69.664,41.381,0.0,0,0,Undrafted,0,0.07457089980468129,24,78.51239669421489,100.0
2023,RB,Skill,Oklahoma,Big 12,69.5,207,9.75,29.625,71.375,4.5,37.5,20,118.0,7.06,4.52,1,1662,9.969,66.271,71.907,54.872,48.16,4.4659,0,0,Round 6,0,0.07323671218343729,24,78.92561983471074,100.0
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,33.125,81.0,4.78,34.0,27,120.0,7.21,4.54,1,1717,9.307,74.278,67.062,70.631,58.08,0.0,0,0,Undrafted,0,0.07243097919086894,24,79.33884297520662,100.0
2024,WR,Skill,Oregon St.,Pac-12,68.375,174,8.875,29.625,69.875,4.39,39.5,18,129.0,6.9,4.16,1,1722,13.996,79.392,79.074,67.781,54.727,4.7622,0,0,Round 5,0,0.0721486733712799,24,79.75206611570248,100.0
2024,LB,LB,North Carolina,ACC,73.5,234,9.0,32.5,78.375,4.64,35.5,17,120.0,7.31,4.71,1,1569,10.237,64.036,77.006,45.498,43.228,5.0304,0,0,Round 4,0,0.07185021654451478,24,80.16528925619835,100.0
2023,IOL,OL,Tennessee-Chattanooga,SoCon,78.0,324,10.25,35.0,83.875,5.24,26.5,20,105.0,7.7,4.97,1,1738,11.336,69.68,68.952,64.29,44.371,0.0,0,0,Undrafted,0,0.07178689780121313,24,80.57851239669421,100.0
2024,EDGE,DL,USC,Pac-12,74.875,255,9.75,33.625,79.875,4.65,34.5,23,121.0,7.26,4.47,0,1723,13.091,69.753,82.697,42.068,66.367,3.0445,0,0,Round 7,0,0.07033390808640162,24,80.99173553719008,100.0
2023,OT,OL,Kansas,Big 12,77.75,309,9.5,34.125,80.75,5.05,31.0,20,111.0,7.6,4.69,1,1373,3.37,60.21,82.028,38.063,37.048,0.0,0,0,Undrafted,0,0.07028892873131952,24,81.40495867768594,100.0
2025,S,Secondary,Maryland,Big Ten,70.875,196,8.75,31.25,75.125,4.61,31.0,12,117.0,7.09,4.32,1,1407,-0.535,43.23,46.603,47.026,35.755,4.6444,0,0,Round 5,0,0.06981254042766119,24,81.81818181818183,100.0
2025,LB,LB,Washington,Big Ten,72.875,227,9.25,31.625,78.25,4.58,33.5,33,119.0,6.87,4.03,1,1628,5.047,58.799,57.598,61.801,32.58,3.4965,0,0,Round 7,0,0.06894918744201564,24,82.23140495867769,100.0
2024,WR,Skill,Tulane,AAC,69.125,188,8.875,30.875,74.875,4.42,32.0,12,118.0,6.9,4.2,1,1598,3.05,60.759,46.835,66.943,59.144,4.3438,0,0,Round 6,0,0.06818259320933526,24,82.64462809917356,100.0
2024,WR,Skill,Virginia,ACC,68.5,191,9.25,30.375,72.875,4.47,42.5,19,126.0,6.87,4.16,1,1216,-5.286,44.701,44.034,50.919,40.077,4.3175,0,0,Round 6,0,0.06782272567910998,24,83.05785123966942,100.0
2023,CB,Secondary,Notre Dame,FBS Independent,72.375,202,9.0,30.875,74.75,4.62,30.5,17,118.0,7.08,4.23,1,1850,12.6,69.601,59.985,66.897,66.833,0.0,0,0,Undrafted,0,0.06691541650609693,24,83.47107438016529,100.0
2024,IOL,OL,Maryland,Big Ten,76.125,308,9.875,33.0,80.625,5.01,26.5,28,112.0,7.64,4.61,1,1695,8.085,66.299,64.78,61.709,49.654,0.0,0,0,Undrafted,0,0.0665576335347377,24,83.88429752066115,100.0
2025,RB,Skill,South Carolina,SEC,72.0,217,9.25,31.5,76.25,4.46,36.5,33,117.1,7.28,4.03,1,1810,14.834,76.206,60.762,80.864,51.02,0.0,0,0,Undrafted,0,0.06608313912661014,24,84.29752066115702,100.0
2024,TE,Skill,South Carolina,SEC,75.0,240,9.375,34.25,78.75,4.64,32.5,28,121.0,7.09,4.54,1,1594,6.054,55.105,53.866,54.724,48.937,0.0,0,0,Undrafted,0,0.06465459451458799,24,84.71074380165288,100.0
2024,LB,LB,Penn St.,Big Ten,73.375,241,10.25,31.5,77.75,4.58,35.0,18,124.0,7.45,4.74,1,2000,25.618,85.731,66.931,89.424,64.921,0.0,1,0,Undrafted,0,0.06465195818144699,24,85.12396694214877,100.0
2024,QB,Skill,Tulane,AAC,74.5,217,9.25,30.75,77.0,4.7,36.0,14,114.0,7.2,4.23,1,1598,3.05,60.759,46.835,66.943,59.144,2.6391,0,0,Round 7,0,0.06375076833534486,24,85.53719008264463,100.0
2023,OT,OL,Florida,SEC,77.0,306,10.0,34.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.06274789131988323,24,85.9504132231405,100.0
2024,RB,Skill,Ohio St.,Big Ten,68.5,229,9.0,28.625,69.625,4.56,36.0,22,119.0,7.25,4.26,0,2065,27.485,89.569,83.397,86.658,44.2,0.0,1,0,Undrafted,0,0.0614369799347509,24,86.36363636363636,100.0
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,33.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,1609,3.816,67.732,83.531,42.547,34.869,0.0,0,0,Undrafted,0,0.0612796342566811,24,86.77685950413223,100.0
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,32.25,79.125,4.5,32.5,18,122.0,7.1,4.3,1,1647,8.853,70.514,55.299,74.421,59.153,0.0,0,0,Undrafted,0,0.06060774404266988,24,87.19008264462809,100.0
2024,OT,OL,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105.0,7.5,4.41,1,1743,10.624,67.994,66.593,60.836,53.823,0.0,0,0,Undrafted,0,0.060473199902818846,24,87.60330578512396,100.0
2025,LB,LB,Utah,Big 12,134.75,231,10.067,31.482,74.5,4.68,29.53,11,123.3,7.09,4.03,0,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.06034214071447625,24,88.01652892561982,100.0
2023,TE,Skill,Wake Forest,ACC,75.75,247,8.75,32.125,79.375,4.7,35.5,20,115.0,7.42,4.3,1,1663,7.586,64.28,73.512,49.277,46.02,0.0,0,0,Undrafted,0,0.06003682329724711,24,88.42975206611571,100.0
2024,QB,Skill,Kentucky,SEC,73.25,215,9.5,30.875,74.375,4.78,32.0,18,112.0,7.07,4.29,0,1641,7.33,63.962,60.477,61.626,52.112,3.7136,0,0,Round 6,0,0.05993749774442024,24,88.84297520661157,100.0
2024,LB,LB,Temple,AAC,73.375,228,8.75,32.0,76.0,4.55,35.5,18,124.0,7.13,5.06,1,1017,-19.353,17.077,30.798,16.718,42.309,4.7875,0,0,Round 5,0,0.05925605560301194,24,89.25619834710744,100.0
2023,RB,Skill,Northwestern,Big Ten,70.125,209,9.25,30.625,74.375,4.47,37.0,20,123.0,6.9,4.38,1,1257,-7.588,30.34,26.742,42.636,51.301,4.4188,0,0,Round 6,0,0.05901028102027236,24,89.6694214876033,100.0
